Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Age Band,Continent
35,Male,High School,Divorced,94891.0,625,31858.0,Home,Self-employed,4,Excellent,0.33573257737825507,150719,3,South Williamstad,ND,Micronesia,3,1,High,30-44,Oceania
24,Female,PhD,Widowed,24318.0,602,36180.0,Auto,Unemployed,15,Good,1.4877868245743893,224104,0,North Elizabethton,ID,Saint Lucia,3,0,Medium,18-29,North America
57,Female,PhD,Single,74638.0,780,45574.0,Personal,Unemployed,19,Excellent,0.6106004984056379,21339,3,Kellerview,DC,French Guiana,1,2,Low,45-59,South America
42,Male,PhD,Single,75614.0,705,8529.0,Business,Self-employed,6,Good,0.11279657206337451,43313,2,Abigailchester,SD,Hungary,3,1,High,30-44,Europe
67,Female,Bachelor's,Divorced,61420.0,747,8939.0,Auto,Employed,7,Excellent,0.14553891240638228,32010,1,Kelliview,LA,Taiwan,1,2,Medium,>=60,Asia
44,Male,Bachelor's,Married,100759.0,746,42618.0,Home,Employed,17,Excellent,0.4229696602784863,67685,0,West Gregory,WA,Malta,3,2,Medium,30-44,Europe
69,Female,High School,Married,75965.0,766,35558.0,Business,Employed,5,Good,0.4680839860462055,253238,0,West Linda,MT,Argentina,3,1,Low,>=60,South America
45,Non-binary,Master's,Single,99517.0,798,23932.0,Home,Employed,8,Good,0.24048152576946652,212673,1,Leachport,CO,British Indian Ocean Territory (Chagos Archipelago),2,1,High,45-59,Asia
46,Male,High School,Widowed,78396.0,697,12083.0,Home,Unemployed,12,Good,0.15412776162049086,145711,1,Port Arthurtown,DC,Russian Federation,4,0,Medium,45-59,Asia
67,Female,Master's,Widowed,94397.0,663,8703.0,Business,Employed,4,Fair,0.09219572655910675,284242,1,Ryanton,VT,Saint Lucia,4,2,Low,>=60,North America
44,Non-binary,Master's,Single,75476.0,600,49125.0,Home,Self-employed,0,Poor,0.6508691504584239,290583,3,Darrenside,OR,Dominica,4,0,Low,30-44,North America
41,Non-binary,Bachelor's,Widowed,111665.0,642,42811.0,Business,Self-employed,1,Poor,0.38338781175838443,125504,0,Loriport,SC,United States Minor Outlying Islands,2,2,Low,30-44,North America
47,Female,Master's,Married,79426.0,655,6908.0,Business,Employed,8,Fair,0.08697403872787249,279489,0,New Johnny,AR,Switzerland,4,1,Low,45-59,Europe
31,Non-binary,Master's,Married,35749.0,634,33917.0,Personal,Employed,13,Fair,0.9487538112954208,144908,0,North Jillville,AZ,Croatia,1,0,Low,30-44,Europe
32,Female,Master's,Married,94236.0,684,29632.0,Home,Self-employed,6,Fair,0.314444585933189,172709,3,West Randyport,ND,Isle of Man,4,2,Low,30-44,Europe
33,Non-binary,High School,Married,114306.0,756,49245.0,Personal,Employed,2,Fair,0.43081727993281194,163080,1,Davidside,IL,Cuba,4,1,Medium,30-44,North America
58,Female,Bachelor's,Divorced,72509.0,641,33540.0,Personal,Employed,18,Fair,0.4625632680081093,106550,0,Williamston,MA,Niue,0,1,Low,45-59,Oceania
55,Female,PhD,Widowed,60382.0,634,47469.0,Business,Employed,11,Good,0.7861448776125335,232541,3,Port Russelltown,KS,Madagascar,2,0,Low,45-59,Africa
55,Male,PhD,Married,20420.0,758,44801.0,Auto,Employed,8,Excellent,2.1939764936336923,65367,0,Angelaview,CT,Philippines,1,1,Low,45-59,Asia
54,Female,PhD,Divorced,30960.0,764,43903.0,Home,Employed,13,Good,1.4180555555555556,20311,3,West Angelaport,AZ,Somalia,2,0,Low,45-59,Africa
65,Female,High School,Divorced,115289.0,655,34409.0,Home,Unemployed,1,Excellent,0.29845865607299915,209062,0,Wrightstad,MA,Antigua and Barbuda,2,2,Low,>=60,North America
66,Male,Master's,Divorced,107388.0,715,18604.0,Auto,Employed,15,Fair,0.17324095802138043,254633,3,East Sarah,AZ,Tuvalu,1,1,Low,>=60,Oceania
27,Male,PhD,Widowed,70300.0,603,21696.0,Business,Self-employed,8,Good,0.30862019914651495,167792,1,East Manuelton,PR,Micronesia,1,0,Low,18-29,Oceania
29,Male,Bachelor's,Widowed,109788.0,781,27930.0,Auto,Unemployed,7,Fair,0.2543993879112471,103941,3,Joyceview,MP,South Georgia and the South Sandwich Islands,4,1,Low,18-29,Antarctica
53,Non-binary,Bachelor's,Single,47494.0,600,48908.0,Home,Unemployed,1,Good,1.0297721817492735,178006,4,Combsport,VT,Congo,2,2,Low,45-59,Africa
45,Female,Master's,Widowed,62730.0,765,13951.0,Auto,Employed,6,Good,0.22239757691694564,186070,3,Port Angela,WY,Isle of Man,0,0,Low,45-59,Europe
65,Male,PhD,Married,74606.0,797,48451.0,Personal,Unemployed,11,Excellent,0.6494249792241911,267235,3,Madisonland,ND,El Salvador,1,0,Low,>=60,North America
44,Female,High School,Single,61596.0,717,29720.0,Personal,Employed,18,Fair,0.482498863562569,43670,0,Alexandershire,MO,Oman,4,2,Low,30-44,Asia
40,Non-binary,Master's,Married,50085.0,614,17809.0,Business,Unemployed,16,Excellent,0.35557552161325745,222248,2,Lake Jason,RI,Malawi,0,0,Low,30-44,Africa
42,Female,Master's,Widowed,54426.0,780,41417.0,Personal,Unemployed,1,Poor,0.7609782089442546,118133,1,Meganfurt,KY,Turkey,4,1,High,30-44,Asia
20,Female,High School,Single,64345.0,713,34766.0,Home,Self-employed,15,Good,0.5403061620949569,252464,4,New James,NM,Wallis and Futuna,2,2,Low,18-29,Oceania
41,Male,Master's,Widowed,83594.0,621,34607.0,Home,Employed,7,Fair,0.41398904227576144,288867,1,Smithchester,GA,Sweden,3,2,Low,30-44,Europe
23,Male,PhD,Married,99858.0,615,42987.0,Personal,Self-employed,3,Good,0.4304812834224599,111438,2,Davidborough,AK,North Macedonia,0,0,Low,18-29,Europe
58,Non-binary,Bachelor's,Married,104873.0,727,31035.0,Auto,Employed,6,Fair,0.2959293621809236,133790,1,Ericaberg,OR,Saint Barthelemy,0,2,Low,45-59,North America
50,Non-binary,PhD,Divorced,50929.0,669,34339.0,Personal,Employed,5,Fair,0.6742523905829685,276212,2,Port Karen,VA,Papua New Guinea,4,1,Low,45-59,Oceania
34,Female,PhD,Single,24752.0,797,46178.0,Home,Employed,16,Excellent,1.8656270200387848,290387,0,Sarahchester,MI,France,2,0,Low,30-44,Europe
54,Non-binary,High School,Widowed,36693.0,693,24179.0,Home,Unemployed,2,Fair,0.6589540239282697,212641,1,West Katelyn,AK,Nauru,2,1,Low,45-59,Oceania
25,Non-binary,Bachelor's,Married,73509.0,749,39295.0,Business,Employed,8,Good,0.5345603939653648,174688,2,Reneeberg,OH,Heard Island and McDonald Islands,2,2,Medium,18-29,Antarctica
54,Female,Master's,Single,56126.0,744,21256.0,Personal,Self-employed,10,Excellent,0.37871931012365034,240153,0,East Russell,AZ,Thailand,2,2,Low,45-59,Asia
46,Female,High School,Single,60309.0,718,34668.0,Business,Unemployed,12,Fair,0.5748395761826594,146119,1,Lake Jodi,DE,Iceland,3,2,Low,45-59,Europe
42,Female,PhD,Single,90942.0,646,30565.0,Business,Self-employed,5,Fair,0.3360933342130149,81812,1,Kimview,SD,Falkland Islands (Malvinas),2,2,High,30-44,South America
21,Female,Master's,Divorced,32017.0,702,5622.0,Business,Self-employed,9,Fair,0.17559421557297686,202178,1,Lake Margaretburgh,OK,Nigeria,0,0,Medium,18-29,Africa
66,Male,PhD,Single,84997.0,722,45316.0,Business,Self-employed,15,Poor,0.5331482287610151,215865,0,Bakerchester,IA,New Zealand,4,0,Medium,>=60,Oceania
52,Non-binary,Master's,Single,84586.0,658,8044.0,Personal,Unemployed,10,Excellent,0.09509847965384342,164099,0,Shawberg,WI,Sao Tome and Principe,2,2,Medium,45-59,Africa
53,Male,PhD,Widowed,41891.0,686,49896.0,Business,Unemployed,8,Good,1.1910911651667422,298836,3,New Lindsey,UT,United Arab Emirates,2,0,Medium,45-59,Asia
56,Female,PhD,Married,72284.0,734,20058.0,Personal,Unemployed,5,Fair,0.277488794200653,96572,3,Jessicaville,CA,Kazakhstan,0,2,Low,45-59,Asia
45,Female,High School,Single,21067.0,676,39155.0,Personal,Unemployed,17,Poor,1.8585940095884559,286987,4,West Paul,MI,Sri Lanka,1,2,Low,45-59,Asia
44,Non-binary,Bachelor's,Single,76751.0,626,14198.0,Auto,Self-employed,8,Fair,0.18498781774830295,240416,0,Williamsonstad,MI,Canada,3,0,Low,30-44,North America
42,Female,Master's,Divorced,24753.0,608,35249.0,Auto,Employed,10,Fair,1.4240294105764957,77453,0,Lake Johnburgh,VI,Burundi,2,1,Medium,30-44,Africa
36,Non-binary,High School,Divorced,20826.0,617,18219.0,Home,Self-employed,3,Excellent,0.8748199366176894,101509,0,Port Shawnton,CO,San Marino,4,0,Medium,30-44,Europe
64,Male,High School,Divorced,24132.0,714,22161.0,Personal,Employed,12,Excellent,0.9183242168075584,206053,3,Lake Dennisfurt,TX,Equatorial Guinea,3,1,Low,>=60,Africa
32,Female,Bachelor's,Single,54684.0,671,37649.0,Business,Employed,15,Good,0.6884829200497403,192752,1,Port Jessicaside,ME,India,4,0,Medium,30-44,Asia
25,Male,Bachelor's,Single,106450.0,630,44580.0,Business,Self-employed,4,Excellent,0.4187881634570221,178430,2,New Elizabethfort,CA,Singapore,2,1,Low,18-29,Asia
22,Female,Bachelor's,Married,82513.0,774,32372.0,Auto,Self-employed,2,Good,0.3923260577121181,253747,0,Fosterburgh,MA,Libyan Arab Jamahiriya,3,1,Medium,18-29,Africa
51,Male,Bachelor's,Married,95093.0,663,49817.0,Personal,Unemployed,15,Fair,0.5238766260397716,227322,4,East Nicole,GA,Sao Tome and Principe,0,2,Low,45-59,Africa
30,Female,Bachelor's,Married,81273.0,719,45326.0,Auto,Self-employed,2,Excellent,0.557700589371624,45797,4,Lauraside,NH,Mali,0,1,Low,30-44,Africa
36,Male,Bachelor's,Single,110141.0,760,15198.0,Personal,Unemployed,7,Good,0.1379867624227127,135329,0,Port Mikeview,WY,Cook Islands,4,0,Low,30-44,Oceania
34,Female,Bachelor's,Divorced,96864.0,637,34813.0,Personal,Unemployed,7,Good,0.3594008093822266,30910,0,East Anthonyberg,TN,Sierra Leone,4,0,Low,30-44,Africa
58,Non-binary,Bachelor's,Married,112270.0,770,35434.0,Business,Self-employed,5,Good,0.3156141444731451,47254,1,Lake Christopherchester,CO,Guatemala,1,0,Medium,45-59,North America
54,Female,PhD,Married,97857.0,647,31619.0,Business,Employed,17,Excellent,0.3231143403129056,192176,3,Wilsonview,VA,Armenia,3,2,Low,45-59,Asia
45,Non-binary,PhD,Divorced,28888.0,604,28287.0,Home,Employed,6,Poor,0.9791955137081141,182962,1,Paulaville,OK,Belgium,4,0,Low,45-59,Europe
68,Non-binary,PhD,Divorced,108241.0,634,16079.0,Business,Self-employed,16,Poor,0.14854814719006662,126492,3,Christinaside,DE,Botswana,2,0,Low,>=60,Africa
28,Female,Bachelor's,Single,44236.0,650,46203.0,Personal,Unemployed,15,Fair,1.0444660457545891,44381,1,South Johnland,VA,Tokelau,1,1,Medium,18-29,Oceania
38,Male,PhD,Widowed,99538.0,601,36207.0,Home,Self-employed,5,Poor,0.36375052743675784,72116,1,Turnerburgh,FL,Zambia,1,2,Low,30-44,Africa
38,Female,High School,Married,22589.0,698,23239.0,Personal,Employed,12,Good,1.0287750675107352,173475,0,Nicholasview,MA,Timor-Leste,4,0,Low,30-44,Asia
63,Female,High School,Divorced,34003.0,742,37867.0,Personal,Employed,18,Poor,1.1136370320265858,232798,2,Henrystad,ID,Comoros,2,0,High,>=60,Africa
39,Non-binary,PhD,Widowed,109360.0,687,37052.0,Business,Self-employed,7,Good,0.33880760790051206,250107,4,East Benjamin,LA,Saint Helena,3,1,Medium,30-44,Africa
22,Female,Bachelor's,Divorced,28155.0,622,33167.0,Auto,Self-employed,10,Fair,1.1780145622447167,206040,1,Mariahborough,WY,Indonesia,2,2,Low,18-29,Asia
18,Female,PhD,Single,29416.0,737,9268.0,Auto,Self-employed,18,Fair,0.31506663040522165,107701,3,North Veronicafort,CO,Bhutan,4,0,Low,18-29,Asia
32,Female,Master's,Single,115368.0,648,19868.0,Auto,Employed,16,Poor,0.1722141321683656,222738,3,Petersonberg,OH,Tokelau,2,0,High,30-44,Oceania
28,Non-binary,Bachelor's,Divorced,78769.0,710,34044.0,Business,Self-employed,0,Good,0.4322004849623583,163856,1,West Rachelton,VI,Mongolia,4,0,Medium,18-29,Asia
33,Male,Bachelor's,Divorced,106643.0,679,25855.0,Business,Unemployed,13,Good,0.24244441735510067,44793,0,South Michelle,MH,Andorra,4,2,Low,30-44,Europe
39,Non-binary,PhD,Widowed,30298.0,768,35459.0,Business,Employed,5,Poor,1.1703412766519241,227245,2,East Rachael,CT,Poland,0,2,High,30-44,Europe
69,Female,Bachelor's,Divorced,76289.0,739,41792.0,Auto,Employed,12,Poor,0.5478116111103829,139190,1,Phillipsbury,ND,Maldives,4,0,Low,>=60,Asia
31,Male,Master's,Married,105311.0,771,20201.0,Business,Unemployed,15,Fair,0.19182231675703393,164652,3,Brentshire,OK,Libyan Arab Jamahiriya,2,0,Low,30-44,Africa
55,Female,Master's,Single,101919.0,767,49733.0,Business,Unemployed,0,Good,0.4879659337316889,278352,4,Cantrellshire,KS,Saudi Arabia,0,1,Medium,45-59,Asia
19,Non-binary,PhD,Married,47256.0,633,25232.0,Personal,Self-employed,2,Fair,0.5339427797528357,191678,3,Lake Randallside,ID,Oman,0,2,Low,18-29,Asia
35,Non-binary,High School,Married,92074.0,667,16463.0,Personal,Unemployed,7,Good,0.1788018333079914,250121,2,Garyville,MO,Bangladesh,3,0,High,30-44,Asia
20,Male,Bachelor's,Widowed,97160.0,602,25973.0,Home,Self-employed,0,Excellent,0.2673219431864965,245581,1,Lake Feliciamouth,HI,Japan,1,2,Low,18-29,Asia
23,Male,High School,Widowed,33336.0,677,16780.0,Personal,Unemployed,2,Excellent,0.5033597312215022,286110,4,New Robert,UT,Cambodia,4,2,Low,18-29,Asia
46,Male,Bachelor's,Divorced,110091.0,703,38993.0,Business,Unemployed,2,Poor,0.3541888074411169,116597,4,Lake Juliehaven,AZ,Nauru,3,0,Low,45-59,Oceania
27,Non-binary,Bachelor's,Single,65891.0,709,42301.0,Personal,Employed,0,Good,0.6419844895357484,160651,2,West Ashleyport,KY,Albania,1,0,Low,18-29,Europe
36,Female,PhD,Married,63201.0,749,42069.0,Business,Self-employed,0,Good,0.6656382019271847,211017,0,Claytonton,CA,Bangladesh,1,1,Low,30-44,Asia
22,Female,PhD,Single,113468.0,725,20660.0,Auto,Self-employed,7,Poor,0.18207776641872597,248882,1,Port Pamela,SD,Portugal,4,1,Low,18-29,Europe
58,Non-binary,Bachelor's,Single,100598.0,709,37001.0,Auto,Employed,1,Fair,0.36781049325036286,181774,4,Valdezshire,ND,Bolivia,3,0,Medium,45-59,South America
54,Female,High School,Married,29275.0,601,32337.0,Auto,Employed,3,Poor,1.1045943637916311,261487,2,Port David,NM,Taiwan,4,1,Low,45-59,Asia
40,Non-binary,Master's,Single,73520.0,799,43171.0,Personal,Employed,5,Good,0.5872007616974972,235764,0,West Nicholasport,HI,Sri Lanka,4,2,Low,30-44,Asia
37,Female,PhD,Divorced,55655.0,617,19322.0,Business,Employed,5,Excellent,0.34717455754199983,155437,1,Tonystad,NC,Azerbaijan,2,1,Medium,30-44,Asia
61,Male,High School,Widowed,111931.0,726,45902.0,Auto,Self-employed,18,Poor,0.4100919316364546,201374,2,North Carrie,NV,Bosnia and Herzegovina,0,2,High,>=60,Europe
38,Male,High School,Divorced,85263.0,711,49562.0,Auto,Self-employed,12,Excellent,0.5812837925008503,78197,3,Joelview,MD,Croatia,1,0,Low,30-44,Europe
24,Non-binary,PhD,Single,26490.0,700,41963.0,Auto,Self-employed,8,Fair,1.5841072102680256,208578,4,Lake Haleystad,DC,Lithuania,1,1,Low,18-29,Europe
52,Female,Bachelor's,Divorced,111192.0,784,32419.0,Auto,Unemployed,9,Excellent,0.29155874523347003,41922,0,Davismouth,NE,Tajikistan,3,1,Low,45-59,Asia
21,Female,Master's,Widowed,38640.0,705,39939.0,Personal,Unemployed,4,Poor,1.0336180124223602,288044,1,North John,IN,Peru,1,1,Low,18-29,South America
62,Non-binary,PhD,Widowed,119056.0,681,14003.0,Personal,Employed,2,Poor,0.11761691976884828,192156,0,Port Kevin,LA,Bulgaria,3,1,High,>=60,Europe
66,Female,High School,Widowed,77295.0,637,25493.0,Business,Self-employed,14,Good,0.32981434762921275,188498,4,Scottview,AK,Luxembourg,0,0,Low,>=60,Europe
40,Male,High School,Married,105915.0,605,25136.0,Auto,Employed,1,Poor,0.23732238115469953,139151,4,East Robertside,VI,Mongolia,0,2,High,30-44,Asia
21,Non-binary,Bachelor's,Single,112945.0,713,49676.0,Personal,Self-employed,10,Good,0.4398246934348577,240403,0,Markmouth,PW,Croatia,1,0,Low,18-29,Europe
52,Male,High School,Married,86332.0,614,34039.0,Auto,Self-employed,6,Good,0.3942802205439466,48358,3,Lake Lauren,NE,Saint Barthelemy,3,1,Low,45-59,North America
57,Female,High School,Widowed,92969.0,721,36036.0,Auto,Self-employed,10,Fair,0.387613075326184,253728,1,Holtport,OH,Comoros,4,2,Low,45-59,Africa
53,Non-binary,Bachelor's,Widowed,73642.0,721,8843.0,Business,Employed,15,Poor,0.120080932076804,98641,0,Marissafurt,PW,Saudi Arabia,2,1,Medium,45-59,Asia
65,Non-binary,Master's,Married,38128.0,651,20928.0,Home,Unemployed,15,Excellent,0.5488879563575325,263229,0,Allisonview,WI,Haiti,1,1,Medium,>=60,North America
44,Male,Master's,Divorced,68242.0,729,16184.0,Home,Self-employed,4,Fair,0.23715600363412562,293082,3,Port Alexanderfurt,NC,Hong Kong,0,0,Low,30-44,Asia
28,Non-binary,High School,Single,94312.0,762,35060.0,Home,Self-employed,7,Good,0.3717448468911697,151361,1,Kaylaborough,MH,Japan,1,1,Medium,18-29,Asia
25,Female,Bachelor's,Divorced,52399.0,600,31428.0,Personal,Unemployed,8,Good,0.5997824385961564,208476,2,Patriciamouth,IA,Tanzania,2,2,Low,18-29,Africa
50,Female,PhD,Single,67646.0,612,22778.0,Business,Employed,19,Good,0.3367235313248381,80018,4,Bryanhaven,NH,Bosnia and Herzegovina,4,1,Low,45-59,Europe
31,Non-binary,High School,Divorced,44180.0,651,47608.0,Personal,Self-employed,9,Fair,1.0775916704391126,212233,4,South Troy,OR,Gibraltar,4,1,Medium,30-44,Europe
63,Non-binary,Bachelor's,Single,90423.0,657,31479.0,Auto,Employed,9,Good,0.3481304535350519,235741,2,West Brianland,KY,Pitcairn Islands,1,2,Medium,>=60,Oceania
57,Non-binary,Bachelor's,Single,101365.0,685,43195.0,Auto,Unemployed,16,Fair,0.4261332807181966,129023,2,Gatesbury,AK,Ireland,2,0,Low,45-59,Europe
36,Female,PhD,Divorced,97432.0,678,45857.0,Auto,Unemployed,19,Good,0.47065645783726084,103413,1,North Kimberlybury,IN,Chad,0,0,Medium,30-44,Africa
57,Non-binary,PhD,Single,49945.0,601,10139.0,Home,Self-employed,10,Good,0.2030033036339974,292328,3,Whitneyfort,NE,Lithuania,4,2,Low,45-59,Europe
33,Female,Bachelor's,Married,77852.0,730,25411.0,Business,Self-employed,6,Good,0.32640137697168986,214161,4,Jeffreyton,MS,India,1,0,Medium,30-44,Asia
69,Male,High School,Widowed,34941.0,745,49767.0,Business,Self-employed,13,Poor,1.4243152743195673,47788,1,New Ryan,ID,Botswana,4,0,Medium,>=60,Africa
25,Female,PhD,Divorced,74501.0,736,41376.0,Home,Employed,19,Excellent,0.5553750956363002,149850,1,Monicafurt,IA,Uruguay,2,2,Medium,18-29,South America
39,Female,Master's,Divorced,112085.0,635,21690.0,Business,Unemployed,13,Fair,0.193513851095151,34738,1,East Jason,HI,Albania,4,1,Low,30-44,Europe
33,Non-binary,Bachelor's,Divorced,114088.0,615,26153.0,Home,Self-employed,14,Fair,0.22923532711591052,183161,4,Lake Stephanie,MT,Malaysia,4,1,Low,30-44,Asia
58,Male,Bachelor's,Married,110302.0,660,9502.0,Personal,Self-employed,1,Fair,0.08614531014850138,220298,4,Lake Jeffrey,IA,Saint Pierre and Miquelon,1,1,Medium,45-59,North America
56,Male,High School,Divorced,72703.0,753,10701.0,Home,Self-employed,6,Fair,0.14718787395293179,243990,4,West Jessicaton,LA,Rwanda,2,2,Medium,45-59,Africa
25,Female,High School,Divorced,44315.0,731,34215.0,Auto,Employed,14,Fair,0.772086201060589,79764,2,Mendozatown,ME,Romania,2,2,High,18-29,Europe
32,Non-binary,High School,Single,52161.0,642,21352.0,Home,Unemployed,11,Fair,0.40934798029178887,253677,2,Port Cassie,OK,United States Minor Outlying Islands,4,1,High,30-44,North America
26,Non-binary,High School,Widowed,50716.0,746,47005.0,Personal,Self-employed,14,Good,0.9268278255382917,20913,0,Hansenmouth,OH,Hungary,4,2,Low,18-29,Europe
37,Male,High School,Divorced,103324.0,713,35198.0,Business,Unemployed,9,Poor,0.34065657543261973,103197,1,New Sherriberg,ID,Kiribati,3,0,Low,30-44,Oceania
61,Male,PhD,Single,63016.0,743,40005.0,Home,Unemployed,0,Good,0.6348387711057509,54089,1,Lake Kimberlytown,AK,Burundi,3,1,Low,>=60,Africa
63,Non-binary,High School,Single,103552.0,674,14848.0,Auto,Unemployed,7,Good,0.1433868974042027,298871,1,New Mariafort,MN,Palau,1,2,Medium,>=60,Oceania
28,Male,PhD,Single,116717.0,607,36263.0,Auto,Employed,18,Poor,0.31069167302106804,153983,0,South Davidburgh,KY,Sri Lanka,2,0,Medium,18-29,Asia
52,Non-binary,Bachelor's,Married,41673.0,678,45364.0,Home,Unemployed,3,Fair,1.0885705372783336,291755,3,East Kathleenburgh,MA,Tanzania,1,0,Low,45-59,Africa
69,Non-binary,High School,Divorced,44592.0,673,18632.0,Personal,Self-employed,3,Good,0.41783279512020094,87811,3,Larsonshire,AS,Panama,4,1,High,>=60,North America
54,Female,High School,Single,52206.0,747,32881.0,Home,Self-employed,17,Poor,0.6298318200973069,272141,3,Emilyshire,WY,Dominica,4,0,High,45-59,North America
64,Female,High School,Married,36246.0,749,36346.0,Home,Unemployed,4,Excellent,1.0027589251227722,281227,1,South Russell,KY,Slovakia (Slovak Republic),1,0,Low,>=60,Europe
47,Female,Bachelor's,Widowed,83236.0,610,36626.0,Personal,Unemployed,4,Good,0.44002595030996206,230146,4,East Margaret,FL,Saint Kitts and Nevis,3,1,Medium,45-59,North America
41,Female,High School,Single,57355.0,796,7289.0,Business,Employed,8,Good,0.12708569435968967,35049,0,Salazarstad,HI,Nepal,0,0,Low,30-44,Asia
61,Male,PhD,Widowed,68604.0,674,46311.0,Home,Unemployed,6,Poor,0.675048102151478,30806,3,West Thomas,VI,Lithuania,3,0,Medium,>=60,Europe
20,Non-binary,Bachelor's,Single,67743.0,606,32003.0,Home,Employed,5,Excellent,0.4724178143867263,137387,1,Matthewsside,RI,Netherlands,1,0,Low,18-29,Europe
51,Male,Bachelor's,Single,114067.0,764,15712.0,Personal,Self-employed,17,Poor,0.13774360682756626,93213,4,Port James,DC,Mayotte,3,0,Low,45-59,Africa
35,Non-binary,PhD,Widowed,117104.0,614,36254.0,Personal,Unemployed,19,Poor,0.30958805847793414,269711,4,West Chad,LA,Costa Rica,4,0,Medium,30-44,North America
27,Female,PhD,Divorced,34781.0,678,23656.0,Personal,Unemployed,14,Excellent,0.6801414565423651,232851,2,New Miguelton,DC,French Southern Territories,3,1,Low,18-29,Antarctica
57,Male,Master's,Single,116548.0,622,30474.0,Home,Self-employed,8,Excellent,0.2614716683254968,106849,1,West Josephville,KY,Indonesia,0,0,Low,45-59,Asia
67,Female,Bachelor's,Married,66894.0,639,46395.0,Auto,Unemployed,10,Poor,0.6935599605345771,46850,0,East Kathryn,PR,Armenia,2,1,Medium,>=60,Asia
47,Female,Bachelor's,Divorced,25618.0,790,17623.0,Auto,Employed,5,Excellent,0.687914747443204,126259,4,Port Jeffrey,MD,Sri Lanka,1,2,Medium,45-59,Asia
35,Non-binary,PhD,Widowed,61524.0,655,19045.0,Home,Employed,3,Fair,0.3095539951888694,71934,2,Gilesshire,WA,Antigua and Barbuda,0,1,Medium,30-44,North America
63,Non-binary,High School,Single,23239.0,609,25885.0,Personal,Self-employed,7,Excellent,1.1138603210120916,271117,3,South Anna,AL,Pakistan,1,0,Low,>=60,Asia
52,Male,PhD,Married,115614.0,705,40230.0,Auto,Unemployed,19,Good,0.3479682391405885,199347,2,North Erinmouth,ID,Ghana,1,2,Low,45-59,Africa
45,Female,High School,Divorced,61277.0,707,13684.0,Business,Self-employed,2,Excellent,0.22331380452698402,62636,2,West Kimberlytown,CA,United States of America,2,0,Low,45-59,North America
38,Female,High School,Married,100004.0,717,7111.0,Home,Unemployed,19,Excellent,0.07110715571377145,234330,3,Andrewstad,MS,Saint Vincent and the Grenadines,1,1,Medium,30-44,North America
58,Non-binary,Master's,Married,58237.0,674,5579.0,Business,Self-employed,17,Good,0.09579820389099714,290940,2,Scottmouth,OH,Hong Kong,2,0,Low,45-59,Asia
63,Female,Bachelor's,Widowed,85930.0,745,42463.0,Home,Self-employed,16,Good,0.4941580356103805,138092,4,Richardside,CO,Reunion,1,1,Low,>=60,Africa
62,Female,PhD,Single,110688.0,737,5166.0,Personal,Self-employed,5,Poor,0.04667172593235039,166541,0,East Stacy,DC,Holy See (Vatican City State),3,0,Medium,>=60,Europe
55,Non-binary,Bachelor's,Married,91054.0,717,44771.0,Business,Employed,3,Fair,0.49169723460803477,165407,3,North Margaretburgh,MN,Taiwan,4,1,Low,45-59,Asia
51,Male,High School,Married,42184.0,704,23154.0,Auto,Self-employed,3,Good,0.5488810923572919,155898,4,Lake Shannon,KS,Zambia,3,2,Low,45-59,Africa
44,Female,PhD,Single,99837.0,763,33201.0,Personal,Self-employed,2,Fair,0.33255205985756786,141001,4,Jeffreyview,PW,Uruguay,1,0,Medium,30-44,South America
64,Non-binary,High School,Married,106066.0,649,17113.0,Auto,Self-employed,0,Excellent,0.1613429374163257,142900,4,West Edwinshire,AR,Italy,2,1,Low,>=60,Europe
58,Female,High School,Widowed,27141.0,744,39730.0,Auto,Employed,9,Fair,1.4638369993736413,235658,1,Coopertown,SD,Congo,3,2,Low,45-59,Africa
64,Male,High School,Divorced,46558.0,650,17349.0,Auto,Self-employed,3,Poor,0.3726319859100477,182318,3,Muellermouth,PR,Lithuania,4,2,Low,>=60,Europe
36,Female,PhD,Divorced,117773.0,680,37996.0,Home,Employed,6,Fair,0.3226206346106493,215412,4,Port Steven,ME,Myanmar,2,2,Medium,30-44,Asia
39,Female,Bachelor's,Married,32683.0,764,30935.0,Home,Self-employed,1,Good,0.9465165376495426,34750,2,Port Christopher,UT,Estonia,3,2,Low,30-44,Europe
49,Female,High School,Married,68355.0,787,16093.0,Personal,Self-employed,4,Fair,0.2354326676907322,72631,2,Toddville,GA,Lithuania,0,1,Low,45-59,Europe
31,Male,High School,Single,113749.0,683,24670.0,Personal,Employed,16,Fair,0.21688102752551672,285741,0,Tuckermouth,NY,Paraguay,0,2,Low,30-44,South America
58,Non-binary,Bachelor's,Married,60533.0,672,21961.0,Home,Employed,4,Poor,0.3627938479837444,214730,4,Ochoatown,OK,Saudi Arabia,4,2,Low,45-59,Asia
34,Female,High School,Single,57204.0,713,23615.0,Personal,Self-employed,1,Excellent,0.41282078176351306,135551,2,Parkerport,IL,Mauritius,2,0,Low,30-44,Africa
53,Male,Bachelor's,Married,50028.0,704,48831.0,Auto,Unemployed,8,Poor,0.9760733988966179,31424,0,Stephaniechester,MS,Kuwait,4,1,Low,45-59,Asia
